#CD5C5C;rgb(205, 92, 92);Indian Red;Rouge indien
#F08080;rgb(240, 128, 128);Light Coral;Corail Clair
#FA8072;rgb(250, 128, 114);Salmon;Saumon
#E9967A;rgb(233, 150, 122);Dark Salmon;Saumon foncé
#FFA07A;rgb(255, 160, 122);Light Salmon;Saumon clair
#DC143C;rgb(220, 20, 60);Crimson;Cramoisi
#FF0000;rgb(255, 0, 0);Red;Rouge
#B22222;rgb(178, 34, 34);Fire Brick;Rouge brique
#8B0000;rgb(139, 0, 0);Dark Red;Rouge Foncé
#FFC0CB;rgb(255, 192, 203);Pink;Rose
#FFB6C1;rgb(255, 182, 193);Light Pink;Rose clair
#FF69B4;rgb(255, 105, 180);Hot Pink;Rose vif
#FF1493;rgb(255, 20, 147);Deep Pink;Rose profond
#C71585;rgb(199, 21, 133);Medium Violet Red;Violet Rouge Moyen
#DB7093;rgb(219, 112, 147);Pale Violet Red;Violet Rouge Pâle
#FFA07A;rgb(255, 160, 122);Light Salmon;Saumon clair
#FF7F50;rgb(255, 127, 80);Coral;Corail
#FF6347;rgb(255, 99, 71);Tomato;Tomate
#FF4500;rgb(255, 69, 0);Orange Red;Orange Rouge
#FF8C00;rgb(255, 140, 0);Dark Orange;Orange foncé
#FFA500;rgb(255, 165, 0);Orange;Orange
#FFD700;rgb(255, 215, 0);Gold;Or
#FFFF00;rgb(255, 255, 0);Yellow;Jaune
#FFFFE0;rgb(255, 255, 224);Light Yellow;Jaune clair
#FFFACD;rgb(255, 250, 205);Lemon Chiffon;Citron Mousseline
#FAFAD2;rgb(250, 250, 210);Light Goldenrod Yellow;Jaune or pâle
#FFEFD5;rgb(255, 239, 213);Papaya Whip;Fouet de Papaye (jaune)
#FFE4B5;rgb(255, 228, 181);Moccasin;Mocassin (jaune beige)
#FFDAB9;rgb(255, 218, 185);Peach Puff;Pêche
#EEE8AA;rgb(238, 232, 170);Pale Goldenrod;Or pâle
#F0E68C;rgb(240, 230, 140);Khaki;Kaki
#BDB76B;rgb(189, 183, 107);Dark Khaki;Kaki Foncé
#E6E6FA;rgb(230, 230, 250);Lavender;Lavande
#D8BFD8;rgb(216, 191, 216);Thistle;Chardon
#DDA0DD;rgb(221, 160, 221);Plum;Prune
#EE82EE;rgb(238, 130, 238);Violet;Violet
#DA70D6;rgb(218, 112, 214);Orchid;Orchidée
#FF00FF;rgb(255, 0, 255);Fuchsia;Fuchsia
#FF00FF;rgb(255, 0, 255);Magenta;Magenta
#BA55D3;rgb(186, 85, 211);Medium Orchid;Orchidée Moyen
#9370DB;rgb(147, 112, 219);Medium Purple;Violet Moyen
#663399;rgb(102, 51, 153);Rebecca Purple;Pourpre Foncé
#8A2BE2;rgb(138, 43, 226);Blue Violet;Bleu Violet
#9400D3;rgb(148, 0, 211);Dark Violet;Violet Foncé
#9932CC;rgb(153, 50, 204);Dark Orchid;Orchidée Sombre
#8B008B;rgb(139, 0, 139);Dark Magenta;Magenta Foncé
#800080;rgb(128, 0, 128);Purple;Violet
#4B0082;rgb(75, 0, 130);Indigo;Indigo
#6A5ACD;rgb(106, 90, 205);Slate Blue;Bleu Ardoise
#483D8B;rgb(72, 61, 139);Dark Slate Blue;Bleu Ardoise Foncé
#7B68EE;rgb(123, 104, 238);Medium Slate Blue;Moyen Ardoise Bleu
#ADFF2F;rgb(173, 255, 47);Green Yellow;Vert Jaune
#7FFF00;rgb(127, 255, 0);Chartreuse;Vert Chartreuse
#7CFC00;rgb(124, 252, 0);Lawn Green;Vert Pelouse
#00FF00;rgb(0, 255, 0);Lime;Vert flash
#32CD32;rgb(50, 205, 50);Lime Green;Vert Citron
#98FB98;rgb(152, 251, 152);Pale Green;Vert pâle
#90EE90;rgb(144, 238, 144);Light Green;Vert clair
#00FA9A;rgb(0, 250, 154);Medium Spring Green;Vert Printemps Moyen
#00FF7F;rgb(0, 255, 127);Spring Green;Vert Printemps
#3CB371;rgb(60, 179, 113);Medium Sea Green;Vert Mer Moyen
#2E8B57;rgb(46, 139, 87);Sea Green;Vert Mer
#228B22;rgb(34, 139, 34);Forest Green;Vert Forêt
#008000;rgb(0, 128, 0);Green;Vert
#006400;rgb(0, 100, 0);Dark Green;Vert Foncé
#9ACD32;rgb(154, 205, 50);Yellow Green;Jaune Vert
#6B8E23;rgb(107, 142, 35);Olive Drab;Vert Olive
#808000;rgb(128, 128, 0);Olive;Olive
#556B2F;rgb(85, 107, 47);Dark Olive Green;Vert Olive Foncé
#66CDAA;rgb(102, 205, 170);Medium Aquamarine;Aigue-marine Moyen
#8FBC8B;rgb(143, 188, 139);Dark Sea Green;Vert Mer Sombre
#20B2AA;rgb(32, 178, 170);Light Sea Green;Vert Mer Clair
#008B8B;rgb(0, 139, 139);Dark Cyan;Cyan Foncé
#008080;rgb(0, 128, 128);Teal;Saphir
#00FFFF;rgb(0, 255, 255);Aqua;Aqua
#00FFFF;rgb(0, 255, 255);Cyan;Cyan
#E0FFFF;rgb(224, 255, 255);Light Cyan;Cyan clair
#AFEEEE;rgb(175, 238, 238);Pale Turquoise;Turquoise pâle
#7FFFD4;rgb(127, 255, 212);Aquamarine;Bleu vert
#40E0D0;rgb(64, 224, 208);Turquoise;Turquoise
#48D1CC;rgb(72, 209, 204);Medium Turquoise;Turquoise Moyen
#00CED1;rgb(0, 206, 209);Dark Turquoise;Turquoise Foncé
#5F9EA0;rgb(95, 158, 160);Cadet Blue;Bleu Cadet
#4682B4;rgb(70, 130, 180);Steel Blue;Bleu acier
#B0C4DE;rgb(176, 196, 222);Light Steel Blue;Bleu Acier clair
#B0E0E6;rgb(176, 224, 230);Powder Blue;Bleu Pastel
#ADD8E6;rgb(173, 216, 230);Light Blue;Bleu clair
#87CEEB;rgb(135, 206, 235);Sky Blue;Bleu ciel
#87CEFA;rgb(135, 206, 250);Light Sky Blue;Bleu ciel clair
#00BFFF;rgb(0, 191, 255);Deep Sky Blue;Bleu ciel profond
#1E90FF;rgb(30, 144, 255);Dodger Blue;Bleu Cagnard
#6495ED;rgb(100, 149, 237);Cornflower Blue;Bleuet
#7B68EE;rgb(123, 104, 238);Medium Slate Blue;Bleu Ardoise Moyen
#4169E1;rgb(65, 105, 225);Royal Blue;Bleu Royal
#0000FF;rgb(0, 0, 255);Blue;Bleu
#0000CD;rgb(0, 0, 205);Medium Blue;Bleu moyen
#00008B;rgb(0, 0, 139);Dark Blue;Bleu Foncé
#000080;rgb(0, 0, 128);Navy;Marine
#191970;rgb(25, 25, 112);Midnight Blue;Bleu nuit
#FFF8DC;rgb(255, 248, 220);Cornsilk;Soie de maïs
#FFEBCD;rgb(255, 235, 205);Blanched Almond;Amande blanchie
#FFE4C4;rgb(255, 228, 196);Bisque;Bisque
#FFDEAD;rgb(255, 222, 173);Navajo White;Blanc Navajo
#F5DEB3;rgb(245, 222, 179);Wheat;Blé
#DEB887;rgb(222, 184, 135);Burly Wood;Beige Foncé
#D2B48C;rgb(210, 180, 140);Tan;Or Foncé
#BC8F8F;rgb(188, 143, 143);Rosy Brown;Marron rosé
#F4A460;rgb(244, 164, 96);Sandy Brown;Marron orange
#DAA520;rgb(218, 165, 32);Goldenrod;Or
#B8860B;rgb(184, 134, 11);Dark Goldenrod;Or Foncé
#CD853F;rgb(205, 133, 63);Peru;Marron Pérou
#D2691E;rgb(210, 105, 30);Chocolate;Chocolat
#8B4513;rgb(139, 69, 19);Saddle Brown;Marron
#A0522D;rgb(160, 82, 45);Sienna;Terre de sienne (Marron)
#A52A2A;rgb(165, 42, 42);Brown;Brun
#800000;rgb(128, 0, 0);Maroon;Bordeaux
#FFFFFF;rgb(255, 255, 255);White;Blanc
#FFFAFA;rgb(255, 250, 250);Snow;Neige
#F0FFF0;rgb(240, 255, 240);Honey Dew;vert très pâle
#F5FFFA;rgb(245, 255, 250);Mint Cream;Menthe Crème
#F0FFFF;rgb(240, 255, 255);Azure;Azure
#F0F8FF;rgb(240, 248, 255);Alice Blue;Bleu Foncé pastel
#F8F8FF;rgb(248, 248, 255);Ghost White;Fantôme Blanc
#F5F5F5;rgb(245, 245, 245);White Smoke;Blanc Fumée
#FFF5EE;rgb(255, 245, 238);Sea Shell;Coquillage
#F5F5DC;rgb(245, 245, 220);Beige;Beige pastel
#FDF5E6;rgb(253, 245, 230);Old Lace;Vieille Dentelle
#FFFAF0;rgb(255, 250, 240);Floral White;Floral Blanc
#FFFFF0;rgb(255, 255, 240);Ivory;Ivoire
#FAEBD7;rgb(250, 235, 215);Antique White;Antique Blanc
#FAF0E6;rgb(250, 240, 230);Linen;Lin
#FFF0F5;rgb(255, 240, 245);Lavender Blush;Lavande Pastel
#FFE4E1;rgb(255, 228, 225);Misty Rose;Rose Pastel
#DCDCDC;rgb(220, 220, 220);Gainsboro;Gris étain
#D3D3D3;rgb(211, 211, 211);Light Gray;Gris clair
#C0C0C0;rgb(192, 192, 192);Silver;Argent
#A9A9A9;rgb(169, 169, 169);Dark Gray;Gris Foncé
#808080;rgb(128, 128, 128);Gray;Gris
#696969;rgb(105, 105, 105);Dim Gray;Gris Mat
#778899;rgb(119, 136, 153);Light Slate Gray;Gris Mat Clair
#708090;rgb(112, 128, 144);Slate Gray;Gris Ardoise
#2F4F4F;rgb(47, 79, 79);Dark Slate Gray;Gris Ardoise Foncé
#000000;rgb(0, 0, 0);Black;Noir